INPUT NAME, N, P, R, DISTRIBUTE_READ, TIME, TIME(DD), TIME(BS), TIME(PV), TIME(FE), TIME(FE-PV), SPEEDUP, SPEEDUP(DD), SPEEDUP(BS), SPEEDUP(PV), SPEEDUP(FE), SPEEDUP(FE-PV) 
matrix_128_0.txt, 128, 4, 1, 1, 195.376049, 43.515972, 121.372032, 20.040989, 30.488045, 10.447056, 0.099096, 0.241314, 0.011255, 0.041615, 0.245801, 0.637500
matrix_128_0.txt, 128, 8, 1, 1, 394.708301, 2.886119, 281.864105, 42.187420, 109.958076, 67.770657, 0.049051, 3.638450, 0.004846, 0.019769, 0.068153, 0.098273
matrix_256_0.txt, 256, 1, 1, 1, 98.142889, 36.613976, 4.789961, 4.143591, 56.738953, 52.595361, 1.0, 1.0, 1.0, 1.0
matrix_256_0.txt, 256, 2, 1, 1, 130.875954, 19.289013, 43.877979, 49.102058, 67.708961, 18.606903, 0.749893, 1.898179, 0.109166, 0.084396, 0.837984, 2.826639
matrix_256_0.txt, 256, 4, 1, 1, 237.678017, 16.190063, 121.765038, 70.843468, 99.722916, 28.879448, 0.412924, 2.261510, 0.039338, 0.058495, 0.568967, 1.821191
matrix_256_0.txt, 256, 8, 1, 1, 491.501908, 8.532990, 284.118927, 89.590210, 198.849991, 109.259781, 0.199680, 4.290875, 0.016859, 0.046255, 0.285336, 0.481376
matrix_512_0.txt, 512, 1, 1, 1, 723.146954, 141.044983, 17.681927, 38.723633, 564.420044, 525.696411, 1.0, 1.0, 1.0, 1.0
matrix_512_0.txt, 512, 2, 1, 1, 700.616135, 70.657082, 50.049934, 366.925812, 579.909119, 212.983307, 1.032159, 1.996191, 0.353287, 0.105536, 0.973290, 2.468250
matrix_512_0.txt, 512, 4, 1, 1, 835.400970, 62.461929, 127.341080, 451.801025, 645.597961, 193.796936, 0.865629, 2.258095, 0.138855, 0.085710, 0.874259, 2.712612
matrix_512_0.txt, 512, 8, 1, 1, 1007.928965, 31.873911, 282.503052, 400.391876, 693.552002, 293.160126, 0.717458, 4.425092, 0.062590, 0.096715, 0.813811, 1.793204
matrix_1024_0.txt, 1024, 1, 1, 1, 5062.245865, 564.209900, 70.434891, 191.746887, 4427.601074, 4235.854187, 1.0, 1.0, 1.0, 1.0
matrix_1024_0.txt, 1024, 2, 1, 1, 4674.708748, 280.246033, 85.952950, 2449.795166, 4308.509766, 1858.714600, 1.082901, 2.013267, 0.819460, 0.078271, 1.027641, 2.278916
matrix_1024_0.txt, 1024, 4, 1, 1, 5028.965775, 241.446014, 146.178940, 3341.348145, 4641.340820, 1299.992676, 1.006618, 2.336796, 0.481841, 0.057386, 0.953949, 3.258368
matrix_1024_0.txt, 1024, 8, 1, 1, 4494.252029, 122.604996, 301.039124, 2988.704346, 4070.607910, 1081.903564, 1.126382, 4.601852, 0.233973, 0.064157, 1.087700, 3.915186
matrix_2048_0.txt, 2048, 1, 1, 1, 36500.739960, 2244.069824, 290.884979, 797.945007, 33965.785156, 33167.840149, 1.0, 1.0, 1.0, 1.0
matrix_2048_0.txt, 2048, 2, 1, 1, 34375.621643, 1083.108154, 291.033020, 17790.125000, 33001.480469, 15211.355469, 1.061820, 2.071880, 0.999491, 0.044853, 1.029220, 2.180466
matrix_2048_0.txt, 2048, 4, 1, 1, 35449.737823, 959.528076, 356.076935, 24636.656250, 34134.132812, 9497.476562, 1.029648, 2.338723, 0.816916, 0.032389, 0.995068, 3.492279
matrix_128_0.txt, 128, 1, 2, 1, 19.045102, 10.152090, 1.368055, 0.844998, 7.524957, 6.679959, 1.0, 1.0, 1.0, 1.0
matrix_2048_0.txt, 2048, 8, 1, 1, 30176.323822, 496.502991, 436.477081, 24292.812500, 29243.343750, 4950.531250, 1.209582, 4.519751, 0.666438, 0.032847, 1.161488, 6.699855
matrix_128_0.txt, 128, 2, 2, 1, 142.542000, 6.368949, 121.360031, 9.825815, 14.813020, 4.987205, 0.133610, 1.593984, 0.011272, 0.085998, 0.507999, 1.339428
matrix_128_0.txt, 128, 4, 2, 1, 315.818978, 4.775012, 280.656891, 18.784309, 30.387075, 11.602766, 0.060304, 2.126068, 0.004874, 0.044984, 0.247638, 0.575725
matrix_128_0.txt, 128, 8, 2, 1, 711.639103, 2.750980, 602.584106, 46.981087, 106.304016, 59.322929, 0.026762, 3.690321, 0.002270, 0.017986, 0.070788, 0.112604
matrix_256_0.txt, 256, 1, 2, 1, 100.023024, 38.209007, 4.733980, 4.062990, 57.080036, 53.017046, 1.0, 1.0, 1.0, 1.0
matrix_256_0.txt, 256, 2, 2, 1, 202.158207, 18.240070, 124.494041, 34.396828, 59.424095, 25.027267, 0.494776, 2.094784, 0.038026, 0.118121, 0.960553, 2.118370
matrix_256_0.txt, 256, 4, 2, 1, 392.237278, 16.073093, 281.965118, 54.586109, 94.199066, 39.612957, 0.255006, 2.377203, 0.016789, 0.074433, 0.605951, 1.338375
matrix_256_0.txt, 256, 8, 2, 1, 808.109927, 8.307101, 601.146912, 84.351440, 198.655914, 114.304474, 0.123774, 4.599559, 0.007875, 0.048168, 0.287331, 0.463823
matrix_512_0.txt, 512, 1, 2, 1, 725.363920, 141.115952, 18.459944, 39.386528, 565.788025, 526.401497, 1.0, 1.0, 1.0, 1.0
matrix_512_0.txt, 512, 2, 2, 1, 745.834930, 72.927010, 125.653893, 243.505295, 547.254028, 303.748734, 0.972553, 1.935031, 0.146911, 0.161750, 1.033867, 1.733015
matrix_512_0.txt, 512, 4, 2, 1, 996.585022, 82.398987, 283.159973, 313.530548, 631.026062, 317.495514, 0.727850, 1.712594, 0.065193, 0.125624, 0.896616, 1.657979
matrix_512_0.txt, 512, 8, 2, 1, 1260.358147, 33.289970, 604.487061, 289.151825, 622.581116, 333.429291, 0.575522, 4.238994, 0.030538, 0.136216, 0.908778, 1.578749
matrix_1024_0.txt, 1024, 1, 2, 1, 5045.632248, 573.913879, 72.146103, 193.341248, 4399.572266, 4206.231018, 1.0, 1.0, 1.0, 1.0
matrix_1024_0.txt, 1024, 2, 2, 1, 4596.045868, 276.209930, 142.767090, 1423.310791, 4177.068848, 2753.758057, 1.097820, 2.077818, 0.505341, 0.135839, 1.053268, 1.527451
matrix_1024_0.txt, 1024, 4, 2, 1, 5215.721146, 249.142105, 298.039001, 1960.883301, 4668.540039, 2707.656738, 0.967389, 2.303561, 0.242069, 0.098599, 0.942387, 1.553458
matrix_1024_0.txt, 1024, 8, 2, 1, 4728.412643, 138.795944, 615.410889, 1742.406616, 3974.205811, 2231.799194, 1.067088, 4.134948, 0.117232, 0.110962, 1.107032, 1.884682
matrix_2048_0.txt, 2048, 16, 128, 0, 17821.664932, 2669.792969, 166.282120, 2686.613770, 14985.589844, 12298.976074, 2.104186, 0.944139, 1.722085, 0.276459, 2.315097, 2.760422
matrix_2048_0.txt, 2048, 1, 2, 1, 37660.687317, 3211.031006, 287.210999, 828.139526, 34162.445312, 33334.305786, 1.0, 1.0, 1.0, 1.0
matrix_2048_0.txt, 2048, 2, 2, 1, 33668.934418, 1118.824951, 290.209076, 9368.208008, 32259.900391, 22891.692383, 1.118559, 2.870003, 0.989669, 0.088399, 1.058976, 1.456175
matrix_128_0.txt, 128, 16, 1, 1, 844.779100, 2.180010, 597.890076, 103.369125, 244.709015, 141.339890, 0.022918, 4.816951, 0.002285, 0.008068, 0.030624, 0.047120
matrix_2048_0.txt, 2048, 4, 2, 1, 36118.655823, 972.342041, 384.391907, 13065.240234, 34761.921875, 21696.681641, 1.042693, 3.302368, 0.747183, 0.063385, 0.982755, 1.536378
matrix_2048_0.txt, 2048, 8, 2, 1, 27838.146729, 487.363037, 635.484863, 13775.001953, 26715.298828, 12940.296875, 1.352845, 6.588581, 0.451956, 0.060119, 1.278760, 2.576008
matrix_128_0.txt, 128, 1, 4, 1, 19.848026, 9.901069, 1.367928, 1.360690, 8.579029, 7.218339, 1.0, 1.0, 1.0, 1.0
matrix_128_0.txt, 128, 2, 4, 1, 300.335006, 5.221955, 280.699005, 9.126680, 14.414045, 5.287365, 0.066086, 1.896033, 0.004874, 0.149123, 0.595183, 1.365141
matrix_128_0.txt, 128, 4, 4, 1, 637.641814, 5.047883, 600.605957, 19.872368, 31.987974, 12.115606, 0.031127, 1.961416, 0.002278, 0.068487, 0.268195, 0.595761
matrix_128_0.txt, 128, 8, 4, 1, 1351.984932, 2.688981, 1240.967896, 40.545589, 108.328056, 67.782467, 0.014681, 3.682065, 0.001102, 0.033567, 0.079195, 0.106488
matrix_256_0.txt, 256, 1, 4, 1, 99.360037, 36.001091, 4.717062, 4.530609, 58.641884, 54.111275, 1.0, 1.0, 1.0, 1.0
matrix_256_0.txt, 256, 2, 4, 1, 357.302162, 20.200073, 280.315979, 29.367031, 56.786110, 27.419079, 0.278084, 1.782221, 0.016827, 0.154289, 1.032682, 1.973480
matrix_256_0.txt, 256, 4, 4, 1, 708.452110, 16.566086, 601.113037, 49.063461, 90.772987, 41.709526, 0.140249, 2.173175, 0.007847, 0.092350, 0.646029, 1.297329
matrix_256_0.txt, 256, 8, 4, 1, 1445.936884, 8.637949, 1240.231934, 83.437675, 197.067001, 113.629326, 0.068717, 4.167772, 0.003803, 0.054304, 0.297574, 0.476206
matrix_512_0.txt, 512, 1, 4, 1, 734.706835, 151.473877, 18.400988, 38.527519, 564.831970, 526.304451, 1.0, 1.0, 1.0, 1.0
matrix_256_0.txt, 256, 16, 1, 1, 1035.189034, 4.361000, 603.856934, 155.081665, 426.971100, 271.889435, 0.094807, 8.395780, 0.007932, 0.026721, 0.132887, 0.193443
matrix_512_0.txt, 512, 2, 4, 1, 879.500061, 70.551056, 289.780914, 178.014175, 519.168091, 341.153915, 0.835369, 2.147013, 0.063500, 0.216432, 1.087956, 1.542717
matrix_512_0.txt, 512, 16, 1, 1, 1676.707842, 16.994890, 611.561951, 430.255676, 1048.151001, 617.895325, 0.431290, 8.299259, 0.028913, 0.090002, 0.538491, 0.850785
matrix_512_0.txt, 512, 4, 4, 1, 1297.678177, 62.462051, 605.513000, 250.017395, 629.703125, 379.685730, 0.566170, 2.425056, 0.030389, 0.154101, 0.896981, 1.386157
matrix_512_0.txt, 512, 8, 4, 1, 1889.707966, 30.602070, 1243.565918, 251.582916, 615.539978, 363.957062, 0.388794, 4.949796, 0.014797, 0.153142, 0.917620, 1.446061
matrix_1024_0.txt, 1024, 1, 4, 1, 5004.846848, 562.508057, 73.371017, 193.971573, 4368.967773, 4174.996201, 1.0, 1.0, 1.0, 1.0
matrix_1024_0.txt, 1024, 2, 4, 1, 4741.810974, 305.741943, 295.902039, 880.436951, 4140.166992, 3259.730042, 1.055472, 1.839813, 0.247957, 0.220313, 1.055264, 1.280780
matrix_1024_0.txt, 1024, 4, 4, 1, 5557.881729, 247.502884, 606.273865, 1245.986816, 4704.104980, 3458.118164, 0.900495, 2.272733, 0.121020, 0.155677, 0.928756, 1.207303
matrix_1024_0.txt, 1024, 16, 1, 1, 4528.956818, 73.879913, 627.074951, 2231.354004, 3828.001953, 1596.647949, 1.117751, 7.636853, 0.112323, 0.085933, 1.156635, 2.652967
matrix_1024_0.txt, 1024, 8, 4, 1, 4678.806046, 144.364029, 1243.555054, 1151.555420, 3290.886963, 2139.331543, 1.069685, 3.896455, 0.059001, 0.168443, 1.327596, 1.951542
matrix_2048_0.txt, 2048, 16, 1, 1, 22371.642227, 241.272964, 659.048950, 15911.850586, 21471.320312, 5559.469727, 1.631563, 9.300959, 0.441371, 0.050148, 1.581914, 5.966008
matrix_2048_0.txt, 2048, 1, 4, 1, 36783.779419, 2304.937012, 289.486938, 821.899536, 34189.355469, 33367.455933, 1.0, 1.0, 1.0, 1.0
matrix_2048_0.txt, 2048, 2, 4, 1, 33452.104492, 1112.437012, 323.142090, 5540.037598, 32016.525391, 26476.487793, 1.099595, 2.071971, 0.895850, 0.148356, 1.067866, 1.260267
matrix_2048_0.txt, 2048, 4, 4, 1, 36753.873657, 1031.468994, 648.017944, 9202.497070, 35074.386719, 25871.889648, 1.000814, 2.234616, 0.446727, 0.089313, 0.974767, 1.289719
matrix_2048_0.txt, 2048, 8, 4, 1, 24495.131348, 486.459961, 1201.601074, 7859.860840, 22807.070312, 14947.209473, 1.501677, 4.738184, 0.240918, 0.104569, 1.499068, 2.232354
matrix_128_0.txt, 128, 1, 8, 1, 18.424962, 9.545994, 1.345883, 0.843891, 7.533086, 6.689195, 1.0, 1.0, 1.0, 1.0
matrix_128_0.txt, 128, 2, 8, 1, 382.156850, 6.702996, 361.306946, 8.792705, 14.146908, 5.354203, 0.048213, 1.424139, 0.003725, 0.095989, 0.532484, 1.249299
matrix_128_0.txt, 128, 4, 8, 1, 400.328217, 43.085106, 324.764069, 19.571314, 32.479042, 12.907728, 0.046025, 0.221561, 0.004145, 0.043124, 0.231934, 0.518217
matrix_128_0.txt, 128, 8, 8, 1, 106.037935, 1.801035, 8.885925, 40.129066, 95.350975, 55.221909, 0.173759, 5.300285, 0.151475, 0.021032, 0.079003, 0.121129
matrix_256_0.txt, 256, 1, 8, 1, 99.386329, 37.094112, 4.688106, 4.202407, 57.604111, 53.401704, 1.0, 1.0, 1.0, 1.0
matrix_256_0.txt, 256, 2, 8, 1, 670.584936, 18.800890, 600.744995, 22.379507, 51.039051, 28.659544, 0.148208, 1.972992, 0.007804, 0.187761, 1.128626, 1.863323
matrix_256_0.txt, 256, 4, 8, 1, 1104.054886, 16.323967, 1000.517029, 47.110821, 87.213890, 40.103069, 0.090019, 2.272364, 0.004686, 0.089194, 0.660491, 1.331619
matrix_256_0.txt, 256, 8, 8, 1, 2738.422926, 9.158949, 2540.830078, 81.464600, 188.433899, 106.969299, 0.036293, 4.050028, 0.001845, 0.051581, 0.305699, 0.499227
matrix_512_0.txt, 512, 1, 8, 1, 726.566650, 140.172882, 18.330902, 39.278564, 568.062866, 528.784302, 1.0, 1.0, 1.0, 1.0
matrix_512_0.txt, 512, 2, 8, 1, 1198.803947, 73.525993, 612.841980, 145.226456, 512.435974, 367.209518, 0.606077, 1.906441, 0.029911, 0.270467, 1.108554, 1.440006
matrix_512_0.txt, 512, 4, 8, 1, 1920.724121, 61.654114, 1240.895020, 203.865891, 618.174988, 414.309097, 0.378278, 2.273539, 0.014772, 0.192671, 0.918936, 1.276303
matrix_128_0.txt, 128, 16, 2, 1, 1492.642802, 1.901896, 1248.220947, 101.798073, 242.519958, 140.721886, 0.012759, 5.337830, 0.001096, 0.008301, 0.031028, 0.047470
matrix_256_0.txt, 256, 16, 2, 1, 1683.364936, 3.001990, 1239.223999, 176.043594, 441.138947, 265.095352, 0.059418, 12.727889, 0.003820, 0.023080, 0.129392, 0.199992
matrix_512_0.txt, 512, 8, 8, 1, 3338.771950, 31.584999, 2543.887939, 274.628510, 763.299011, 488.670502, 0.217615, 4.437961, 0.007206, 0.143026, 0.744221, 1.082087
matrix_512_0.txt, 512, 16, 2, 1, 2237.395891, 16.115007, 1254.129883, 331.525146, 967.151001, 635.625854, 0.324200, 8.756806, 0.014719, 0.118805, 0.585005, 0.828162
matrix_1024_0.txt, 1024, 1, 8, 1, 5043.129196, 561.346069, 73.205978, 194.900818, 4408.577148, 4213.676331, 1.0, 1.0, 1.0, 1.0
matrix_1024_0.txt, 1024, 16, 2, 1, 4696.750988, 63.456066, 1251.053955, 1302.528076, 3382.240967, 2079.712891, 1.074281, 9.044273, 0.057668, 0.148435, 1.300786, 2.022506
matrix_1024_0.txt, 1024, 2, 8, 1, 5029.398773, 281.609894, 604.617981, 718.511108, 4143.170898, 3424.659790, 1.002730, 1.993346, 0.121078, 0.271257, 1.064059, 1.230393
matrix_1024_0.txt, 1024, 4, 8, 1, 6195.585144, 244.203918, 1246.929077, 947.789978, 4704.452148, 3756.662170, 0.813988, 2.298677, 0.058709, 0.205637, 0.937107, 1.121654
matrix_1024_0.txt, 1024, 8, 8, 1, 5815.636002, 128.124039, 2538.383057, 863.904968, 3149.128906, 2285.223938, 0.867167, 4.381270, 0.028840, 0.225605, 1.399935, 1.843879
matrix_2048_0.txt, 2048, 16, 2, 1, 19581.167557, 240.251907, 1119.403931, 8872.166016, 18221.511719, 9349.345703, 1.923312, 13.365267, 0.256575, 0.093341, 1.874841, 3.565416
matrix_2048_0.txt, 2048, 1, 8, 1, 36684.078339, 2264.193115, 287.682098, 813.933838, 34132.203125, 33318.269287, 1.0, 1.0, 1.0, 1.0
matrix_2048_0.txt, 2048, 2, 8, 1, 33523.057678, 1112.870117, 634.130920, 3348.800781, 31776.056641, 28427.255859, 1.094294, 2.034553, 0.453663, 0.243052, 1.074148, 1.172054
matrix_2048_0.txt, 2048, 8, 8, 1, 26136.063049, 494.211975, 2448.810059, 5294.780762, 23193.041016, 17898.260254, 1.403581, 4.581421, 0.117478, 0.153724, 1.471657, 1.861537
matrix_2048_0.txt, 2048, 4, 8, 1, 37739.400085, 988.286072, 1260.153076, 4548.899414, 35490.960938, 30942.061523, 0.972037, 2.291030, 0.228291, 0.178930, 0.961715, 1.076795
matrix_128_0.txt, 128, 1, 16, 1, 18.537064, 9.612033, 1.357092, 0.862605, 7.567939, 6.705334, 1.0, 1.0, 1.0, 1.0
matrix_128_0.txt, 128, 2, 16, 1, 25.037912, 8.559959, 2.459955, 8.533570, 14.017998, 5.484427, 0.740357, 1.122903, 0.551636, 0.101130, 0.539877, 1.222552
matrix_128_0.txt, 128, 4, 16, 1, 42.438025, 4.736063, 5.255971, 19.274380, 32.445992, 13.171612, 0.436802, 2.029534, 0.258183, 0.044774, 0.233249, 0.509049
matrix_128_0.txt, 128, 8, 16, 1, 122.451112, 2.992064, 9.044016, 47.039898, 110.415031, 63.375134, 0.151383, 3.212498, 0.150044, 0.018346, 0.068541, 0.105799
matrix_256_0.txt, 256, 1, 16, 1, 99.014978, 37.039928, 4.748121, 4.156785, 57.226929, 53.070144, 1.0, 1.0, 1.0, 1.0
matrix_256_0.txt, 256, 2, 16, 1, 436.370739, 17.950909, 365.849884, 21.943266, 52.569946, 30.626680, 0.226906, 2.063405, 0.012978, 0.189443, 1.088588, 1.732803
matrix_256_0.txt, 256, 4, 16, 1, 393.962931, 15.739977, 291.035004, 45.183975, 87.187950, 42.003975, 0.251331, 2.353244, 0.016314, 0.092002, 0.656364, 1.263452
matrix_256_0.txt, 256, 8, 16, 1, 235.190794, 9.235939, 18.557943, 88.762436, 207.396912, 118.634476, 0.420999, 4.010421, 0.255847, 0.046833, 0.275930, 0.447340
matrix_512_0.txt, 512, 1, 16, 1, 726.552971, 145.139923, 17.893028, 38.427704, 563.520020, 525.092316, 1.0, 1.0, 1.0, 1.0
matrix_512_0.txt, 512, 2, 16, 1, 1542.344070, 70.196976, 966.310120, 131.112000, 505.836975, 374.724976, 0.471071, 2.067610, 0.018517, 0.293093, 1.114035, 1.401273
matrix_512_0.txt, 512, 4, 16, 1, 2154.403820, 61.894909, 1409.641846, 248.963699, 682.867065, 433.903366, 0.337241, 2.344942, 0.012693, 0.154352, 0.825227, 1.210159
matrix_128_0.txt, 128, 16, 4, 1, 231.246049, 1.912064, 35.922058, 79.801590, 193.411926, 113.610336, 0.085831, 5.178173, 0.038082, 0.017055, 0.044356, 0.063533
matrix_512_0.txt, 512, 8, 16, 1, 5704.115547, 30.979927, 5091.177734, 226.303513, 581.957886, 355.654373, 0.127373, 4.684969, 0.003515, 0.169807, 0.968318, 1.476411
matrix_256_0.txt, 256, 16, 4, 1, 2924.502194, 4.936062, 2520.006104, 147.597076, 399.560028, 251.962952, 0.033975, 7.293465, 0.001872, 0.030698, 0.146766, 0.214758
matrix_1024_0.txt, 1024, 1, 16, 1, 5042.450363, 594.295044, 72.312057, 192.011383, 4375.843262, 4183.831879, 1.0, 1.0, 1.0, 1.0
matrix_512_0.txt, 512, 16, 4, 1, 3536.995043, 15.101061, 2542.997070, 340.978027, 978.896912, 637.918884, 0.207721, 10.030686, 0.007236, 0.112993, 0.577009, 0.825033
matrix_1024_0.txt, 1024, 2, 16, 1, 5645.863190, 278.577057, 1243.248047, 601.530212, 4124.038086, 3522.507874, 0.893123, 2.133324, 0.058164, 0.319204, 1.061058, 1.187742
matrix_1024_0.txt, 1024, 4, 16, 1, 7172.222290, 253.725952, 2214.633057, 784.559021, 4703.863281, 3919.304260, 0.703053, 2.342271, 0.032652, 0.244737, 0.930266, 1.067493
matrix_1024_0.txt, 1024, 16, 4, 1, 5898.607941, 83.408966, 2558.360107, 1038.939697, 3256.838867, 2217.899170, 0.848479, 6.743975, 0.028679, 0.186702, 1.341475, 1.882410
matrix_2048_0.txt, 2048, 1, 16, 1, 36764.900635, 2291.286865, 289.062988, 829.173828, 34184.550781, 33355.376953, 1.0, 1.0, 1.0, 1.0
matrix_2048_0.txt, 2048, 16, 4, 1, 19343.427216, 263.536102, 2330.475098, 6684.379883, 16749.416016, 10065.036133, 1.901616, 8.746191, 0.124218, 0.122958, 2.041227, 3.315185
matrix_1024_0.txt, 1024, 8, 16, 1, 8303.505211, 124.182945, 5068.807129, 776.804688, 3110.515137, 2333.710449, 0.607268, 4.785641, 0.014266, 0.247181, 1.406790, 1.792781
matrix_2048_0.txt, 2048, 2, 16, 1, 34277.921997, 1117.424927, 1249.374023, 2448.272705, 31911.123047, 29462.850342, 1.072553, 2.050507, 0.231366, 0.338677, 1.071242, 1.132116
matrix_128_0.txt, 128, 16, 8, 1, 210.280919, 1.988010, 20.228975, 64.111923, 188.063934, 123.952011, 0.087621, 4.801787, 0.066538, 0.013164, 0.040056, 0.053964
matrix_2048_0.txt, 2048, 4, 16, 1, 39091.484680, 963.502014, 2526.467041, 3152.436279, 35601.515625, 32449.079346, 0.940484, 2.378082, 0.114414, 0.263026, 0.960199, 1.027930
matrix_128_0.txt, 128, 1, 32, 1, 18.444929, 9.615943, 1.359020, 0.838978, 7.469967, 6.630989, 1.0, 1.0, 1.0, 1.0
matrix_2048_0.txt, 2048, 8, 16, 1, 28886.406219, 511.621063, 5006.666016, 4454.453613, 23368.119141, 18913.665527, 1.272741, 4.478485, 0.057736, 0.186145, 1.462871, 1.763560
matrix_128_0.txt, 128, 2, 32, 1, 24.278910, 5.951908, 2.562055, 10.328698, 15.764947, 5.436249, 0.759713, 1.615616, 0.530434, 0.081230, 0.473836, 1.219775
matrix_128_0.txt, 128, 4, 32, 1, 38.456100, 4.667029, 3.834996, 17.837202, 29.954075, 12.116873, 0.479638, 2.060411, 0.354368, 0.047037, 0.249382, 0.547253
matrix_256_0.txt, 256, 1, 32, 1, 99.561913, 35.866901, 4.690064, 4.290688, 59.004948, 54.714260, 1.0, 1.0, 1.0, 1.0
matrix_256_0.txt, 256, 2, 32, 1, 77.220020, 20.123989, 6.319099, 19.975882, 50.776932, 30.801050, 1.289329, 1.782301, 0.742194, 0.214809, 1.162043, 1.776368
matrix_256_0.txt, 256, 4, 32, 1, 120.046995, 17.694921, 11.202965, 41.254559, 91.149109, 49.894550, 0.829359, 2.026966, 0.418639, 0.104013, 0.647346, 1.096593
matrix_256_0.txt, 256, 8, 32, 1, 282.257864, 8.856953, 16.821932, 97.972069, 256.578979, 158.606911, 0.352734, 4.049587, 0.278803, 0.043798, 0.229968, 0.344966
matrix_512_0.txt, 512, 1, 32, 1, 717.703907, 140.379898, 18.355015, 38.246494, 558.968994, 520.722500, 1.0, 1.0, 1.0, 1.0
matrix_512_0.txt, 512, 2, 32, 1, 920.329857, 71.516960, 341.812958, 127.405251, 506.999939, 379.594688, 0.779833, 1.962891, 0.053699, 0.300192, 1.102503, 1.371787
matrix_512_0.txt, 512, 4, 32, 1, 999.188080, 64.218018, 312.496124, 183.569305, 622.473938, 438.904633, 0.718287, 2.185991, 0.058737, 0.208346, 0.897980, 1.186415
matrix_512_0.txt, 512, 8, 32, 1, 843.039917, 32.404907, 44.781006, 249.028305, 765.854004, 516.825699, 0.851329, 4.332060, 0.409884, 0.153581, 0.729864, 1.007541
matrix_256_0.txt, 256, 16, 8, 1, 442.379102, 5.009019, 40.295071, 162.243164, 397.075012, 234.831848, 0.224663, 7.405442, 0.116342, 0.025899, 0.145071, 0.227405
matrix_1024_0.txt, 1024, 1, 32, 1, 5071.833107, 582.356995, 73.018105, 196.011230, 4416.458008, 4220.446777, 1.0, 1.0, 1.0, 1.0
matrix_1024_0.txt, 1024, 2, 32, 1, 5422.315033, 280.334015, 1013.672913, 536.578552, 4128.308105, 3591.729553, 0.935363, 2.077368, 0.072033, 0.365298, 1.069799, 1.175046
matrix_512_0.txt, 512, 16, 8, 1, 6153.614124, 17.179920, 5097.706055, 457.125244, 1038.728149, 581.602905, 0.118072, 8.159118, 0.003596, 0.085926, 0.546883, 0.909184
matrix_1024_0.txt, 1024, 4, 32, 1, 6462.177902, 255.162888, 1538.971069, 674.026611, 4668.043945, 3994.017334, 0.784849, 2.282295, 0.047446, 0.290806, 0.946105, 1.056692
matrix_1024_0.txt, 1024, 16, 8, 1, 8620.556042, 61.894909, 5104.279297, 1006.064331, 3454.381836, 2448.317505, 0.585012, 9.069341, 0.014342, 0.193726, 1.276228, 1.721050
matrix_2048_0.txt, 2048, 1, 32, 1, 36957.709167, 2545.960938, 286.627136, 831.174683, 34125.121094, 33293.946411, 1.0, 1.0, 1.0, 1.0
matrix_2048_0.txt, 2048, 16, 8, 1, 24636.448685, 252.563919, 4864.333984, 7738.614258, 19519.550781, 11780.936523, 1.489016, 8.964832, 0.059141, 0.105178, 1.748616, 2.828151
matrix_1024_0.txt, 1024, 8, 32, 1, 14006.070541, 122.885971, 10205.063477, 915.998230, 3678.121094, 2762.122864, 0.362117, 4.739003, 0.007155, 0.213986, 1.200738, 1.527972
matrix_2048_0.txt, 2048, 2, 32, 1, 35199.892822, 1093.258057, 2277.955078, 1909.246704, 31828.679688, 29919.432983, 1.049938, 2.328783, 0.125826, 0.435342, 1.072150, 1.112787
matrix_256_0.txt, 256, 16, 16, 1, 482.700253, 4.511113, 26.059013, 181.542892, 452.130127, 270.587234, 0.205127, 8.210834, 0.182202, 0.022898, 0.126572, 0.196129
matrix_512_0.txt, 512, 16, 16, 1, 1086.681877, 17.092049, 68.162949, 348.897614, 1001.426880, 652.529266, 0.668598, 8.491668, 0.262503, 0.110141, 0.562717, 0.804703
matrix_2048_0.txt, 2048, 4, 32, 1, 39732.621643, 972.533997, 3423.075928, 2429.531250, 35337.011719, 32907.480469, 0.930160, 2.617863, 0.083734, 0.342113, 0.965705, 1.011744
matrix_1024_0.txt, 1024, 16, 16, 1, 13545.687477, 62.677956, 10247.723633, 1111.796631, 3235.285889, 2123.489258, 0.372255, 9.481723, 0.007056, 0.172703, 1.352537, 1.970263
matrix_2048_0.txt, 2048, 8, 32, 1, 31735.020966, 490.857880, 10147.528320, 2888.867432, 21096.634766, 18207.767334, 1.164572, 5.186758, 0.028246, 0.287717, 1.617562, 1.828557
matrix_128_0.txt, 128, 1, 64, 1, 19.047904, 10.127885, 1.353074, 0.834203, 7.566945, 6.732742, 1.0, 1.0, 1.0, 1.0
matrix_128_0.txt, 128, 2, 64, 1, 23.226748, 6.863978, 2.487885, 8.408737, 13.874885, 5.466147, 0.820089, 1.475529, 0.543835, 0.099183, 0.545374, 1.231763
matrix_256_0.txt, 256, 1, 64, 1, 99.592938, 38.055946, 4.717961, 3.989756, 56.819031, 52.829275, 1.0, 1.0, 1.0, 1.0
matrix_256_0.txt, 256, 2, 64, 1, 73.957026, 18.375904, 5.718055, 19.802576, 49.863068, 30.060492, 1.346633, 2.070973, 0.825106, 0.201489, 1.139501, 1.757423
matrix_256_0.txt, 256, 4, 64, 1, 107.106059, 16.985928, 6.441100, 35.860256, 83.679031, 47.818775, 0.929854, 2.240443, 0.732484, 0.111265, 0.679011, 1.104775
matrix_512_0.txt, 512, 1, 64, 1, 731.668093, 150.065994, 18.466051, 37.658386, 563.136047, 525.477661, 1.0, 1.0, 1.0, 1.0
